"1070303 0"	"00"
"107036 0"	"00"
"1070478 0"	"00"
"1070876 0"	"00"
"1071070 20"	"00"
"1071108 0"	"00"
"1071123 0"	"00"
"1071328 0"	"00"
"1071342 0"	"00"
"1071474 0"	"00"
"1071553 0"	"00"
"1071621 0"	"00"
"1071847 0"	"00"
"1072722 0"	"00"
"1072782 0"	"00"
"1073005 0"	"00"
"1073134 0"	"00"
"1073298 0"	"00"
"1073300 0"	"00"
"1073455 0"	"00"
"1073591 0"	"00"
"1073707 0"	"00"
"1073723 0"	"00"
"1073831 0"	"00"
"107389 0"	"00"
"1074003 0"	"00"
"1074030 0"	"00"
"1074190 0"	"00"
"1074493 0"	"00"
"1074659 0"	"00"
"1074807 0"	"00"
"1076049 0"	"00"
"1076301 0"	"00"
"1076373 0"	"00"
"1076497 0"	"00"
"1076554 0"	"00"
"1076855 0"	"00"
"1076987 0"	"00"
"1077077 0"	"00"
"1077116 0"	"00"
"1077175 0"	"00"
"107723 0"	"00"
"1077709 0"	"00"
"1078120 0"	"00"
"1078277 0"	"00"
"107834 0"	"00"
"1078352 0"	"00"
"1078389 0"	"00"
"1078444 0"	"00"
"1078569 0"	"00"
"1078999 10"	"00"
"1079849 0"	"00"
"1079963 0"	"00"
"1080323 0"	"00"
"1081369 0"	"00"
"1081520 0"	"00"
"1081731 0"	"00"
"1081887 0"	"00"
"1082189 0"	"00"
"1082369 0"	"00"
"1082550 0"	"00"
"1082861 0"	"00"
"1083039 0"	"00"
"1083375 0"	"00"
"1083552 0"	"00"
"1083658 0"	"00"
"1083927 0"	"00"
"1084178 0"	"00"
"1084190 0"	"00"
"1084306 0"	"00"
"1084404 0"	"00"
"1084442 0"	"00"
"1084446 0"	"00"
"1084528 0"	"00"
"1084807 0"	"00"
"1085633 0"	"00"
"1085855 0"	"00"
"1086179 0"	"00"
"1086267 0"	"00"
"1086450 0"	"00"
"1086628 0"	"00"
"1086858 0"	"00"
"1087231 0"	"00"
"1087397 0"	"00"
"1087588 0"	"00"
"1087602 0"	"00"
"1087628 0"	"00"
"1087633 0"	"00"
"1087852 0"	"00"
"1087891 0"	"00"
"1088254 0"	"00"
"1088278 0"	"00"
"1088318 0"	"00"
"1089004 0"	"00"
"1089371 0"	"00"
"1089445 0"	"00"
"1089624 0"	"00"
"1089709 0"	"00"
"1090090 0"	"00"
"1090839 0"	"00"
"1091129 0"	"00"
"1091335 0"	"00"
"109136 0"	"00"
"1092147 0"	"00"
"1092169 0"	"00"
"1092233 0"	"00"
"1093031 0"	"00"
"1093071 0"	"00"
"1093354 0"	"00"
"109350 0"	"00"
"1093960 0"	"00"
"1094042 0"	"00"
"1094105 0"	"00"
"1094378 0"	"00"
"1094555 0"	"00"
"1094869 0"	"00"
"1094890 0"	"00"
"1095024 0"	"00"
"1095026 0"	"00"
"1095044 0"	"00"
"1095146 0"	"00"
"1096470 0"	"00"
"1096522 0"	"00"
"1096736 0"	"00"
"1096798 0"	"00"
"1096874 0"	"00"
"1097168 0"	"00"
"1097264 0"	"00"
"1097991 0"	"00"
"1098148 0"	"00"
"1098163 0"	"00"
"1098268 0"	"00"
"1098426 0"	"00"
"1099018 0"	"00"
"1099088 0"	"00"
"1099126 0"	"00"
"1099334 0"	"00"
"1099344 0"	"00"
"1099868 0"	"00"
"1100064 0"	"00"
"1100164 0"	"00"
"1100574 0"	"00"
"1101269 0"	"00"
"1101342 0"	"00"
"1101349 0"	"00"
"1101385 0"	"00"
"1101401 0"	"00"
"1101726 0"	"00"
"1102152 0"	"00"
"1102751 0"	"00"
"1103316 0"	"00"
"1103470 0"	"00"
"1103550 0"	"00"
"1103613 0"	"00"
"110390 0"	"00"
"1103927 0"	"00"
"1104095 0"	"00"
"110438 0"	"00"
"1104446 0"	"00"
"1104542 0"	"00"
"1104549 0"	"00"
"1104633 0"	"00"
"1105080 0"	"00"
"1105216 0"	"00"
"1105236 0"	"00"
"1105429 0"	"00"
"1105669 0"	"00"
"1105673 0"	"00"
"1105804 0"	"00"
"1105879 0"	"00"
"1105972 0"	"00"
"1106136 0"	"00"
"1106255 0"	"00"
"1106685 0"	"00"
"1106795 0"	"00"
"1106809 0"	"00"
"1106882 0"	"00"
"1107323 0"	"00"
"1107705 0"	"00"
"1107793 0"	"00"
"1108073 0"	"00"
"1108406 0"	"00"
"1108776 0"	"00"
"1108793 0"	"00"
"1108843 0"	"00"
"1109015 0"	"00"
"1109087 0"	"00"
"1109340 0"	"00"
"1109407 0"	"00"
"1109492 0"	"00"
"1109649 0"	"00"
"1109801 0"	"00"
"1110256 0"	"00"
"1110302 0"	"00"
"1110415 0"	"00"
"1110464 0"	"00"
"1110759 0"	"00"
"1110878 0"	"00"
"1110941 0"	"00"
"1111441 0"	"00"
"1111669 0"	"00"
"1111771 0"	"00"
"1111810 0"	"00"
"1111875 0"	"00"
"111220 0"	"00"
"1112213 0"	"00"
"1112399 0"	"00"
"1112654 0"	"00"
"1112790 0"	"00"
"1112828 0"	"00"
"1112845 0"	"00"
"1113153 0"	"00"
"1113521 0"	"00"
"1113559 0"	"00"
"1113609 0"	"00"
"1113763 0"	"00"
"1113967 0"	"00"
"111421 0"	"00"
"1114316 0"	"00"
"1114498 0"	"00"
"1114500 0"	"00"
"1115154 0"	"00"
"1115733 0"	"00"
"1115849 0"	"00"
"1116689 0"	"00"
"1116753 0"	"00"
"1116888 0"	"00"
"1117338 0"	"00"
"111743 0"	"00"
"1117700 0"	"00"
"1117714 0"	"00"
"1117890 0"	"00"
"1117962 0"	"00"
"1118037 0"	"00"
"1118129 0"	"00"
"1118229 0"	"00"
"1118334 0"	"00"
"1118998 0"	"00"
"1119147 0"	"00"
"1119183 0"	"00"
"1119254 0"	"00"
"1119278 0"	"00"
"1119564 0"	"00"
"1119969 0"	"00"
"1120237 0"	"00"
"112033 0"	"00"
"1120383 0"	"00"
"1120625 0"	"00"
"1120762 0"	"00"
"1120905 0"	"00"
"112115 0"	"00"
"1121369 0"	"00"
"1121913 0"	"00"
"1122091 0"	"00"
"1122242 0"	"00"
"1122588 0"	"00"
"1122734 0"	"00"
"1123033 0"	"00"
"1123335 0"	"00"
"1123517 0"	"00"
"1123831 0"	"00"
"112384 0"	"00"
"1123920 0"	"00"
"1123925 0"	"00"
"1124459 0"	"00"
"1124672 0"	"00"
"1124676 0"	"00"
"1124719 0"	"00"
"1124883 0"	"00"
"1124890 0"	"00"
"1125219 0"	"00"
"1125321 0"	"00"
"1125582 0"	"00"
"1125686 0"	"00"
"1125981 0"	"00"
"1126266 0"	"00"
"1126276 0"	"00"
"1126554 0"	"00"
"1127454 0"	"00"
"1127616 0"	"00"
"1128192 0"	"00"
"1128241 0"	"00"
"1128392 0"	"00"
"1128490 0"	"00"
"1128642 0"	"00"
"1128803 0"	"00"
"1128885 0"	"00"
"1128941 0"	"00"
"1129202 0"	"00"
"1129315 0"	"00"
"1129720 0"	"00"
"1130247 0"	"00"
"1130359 10"	"00"
"1130403 0"	"00"
"113044 0"	"00"
"1130573 0"	"00"
"1130756 0"	"00"
"113082 0"	"00"
"1130905 0"	"00"
"1130917 0"	"00"
"1131041 0"	"00"
"1131043 0"	"00"
"1131438 0"	"00"
"1131981 0"	"00"
"1132003 0"	"00"
"1132266 0"	"00"
"1132335 0"	"00"
"1132364 0"	"00"
"1132403 0"	"00"
"1132669 0"	"00"
"1132715 0"	"00"
"1132719 0"	"00"
"1132744 0"	"00"
"1132759 0"	"00"
"1132988 0"	"00"
"1133015 0"	"00"
"1133053 0"	"00"
"1133137 0"	"00"
"1133574 0"	"00"
"1134170 0"	"00"
"1134607 0"	"00"
"1134744 0"	"00"
"1135677 0"	"00"
"1135957 0"	"00"
"1136035 0"	"00"
"1136261 0"	"00"
"113654 0"	"00"
"1136721 0"	"00"
"1136846 0"	"00"
"1136857 0"	"00"
"1136997 0"	"00"
"1137074 0"	"00"
"1137253 0"	"00"
"1137353 0"	"00"
"1137523 0"	"00"
"1137660 0"	"00"
"1137765 0"	"00"
"1137822 0"	"00"
"1137858 0"	"00"
"1137863 0"	"00"
"1137943 0"	"00"
"1138055 0"	"00"
"1138171 0"	"00"
"1138251 0"	"00"
"1138346 0"	"00"
"1138512 0"	"00"
"1138703 0"	"00"
"1138749 0"	"00"
"1139596 0"	"00"
"1140015 0"	"00"
"1140171 0"	"00"
"114056 0"	"00"
"1140898 0"	"00"
"1141582 0"	"00"
"1141611 0"	"00"
"1141728 0"	"00"
"1141993 0"	"00"
"114201 0"	"00"
"1142024 0"	"00"
"1142294 0"	"00"
"1142498 0"	"00"
"1142590 0"	"00"
"1142635 0"	"00"
"1142831 0"	"00"
"1143142 0"	"00"
"114355 0"	"00"
"1143644 0"	"00"
"1143919 0"	"00"
"1144195 0"	"00"
"1144859 0"	"00"
"1145168 0"	"00"
"1145180 0"	"00"
"1145476 0"	"00"
"1145607 0"	"00"
"1145742 0"	"00"
"1145752 0"	"00"
"1145937 0"	"00"
"1146109 0"	"00"
"1146238 0"	"00"
"1146338 0"	"00"
"1146376 0"	"00"
"1146446 0"	"00"
"1146652 0"	"00"
"1146913 60"	"00"
"1147198 0"	"00"
"1147708 0"	"00"
"1148374 0"	"00"
"1148983 10"	"00"
"1149313 0"	"00"
"1149638 0"	"00"
"1149760 0"	"00"
"1150023 0"	"00"
"1150108 620"	"00"
"1151244 0"	"00"
"1152033 40"	"00"
"1152160 0"	"00"
"1152485 0"	"00"
"115258 0"	"00"
"1152771 0"	"00"
"1153262 40"	"00"
"1153309 0"	"00"
"1153327 0"	"00"
"115446 0"	"00"
"1154877 0"	"00"
"115521 0"	"00"
"1155376 0"	"00"
"1155964 0"	"00"
"1157047 0"	"00"
"1157654 0"	"00"
"1159048 0"	"00"
"1159395 0"	"00"
"1159523 0"	"00"
"1159618 0"	"00"
"1159659 0"	"00"
"1160450 0"	"00"
"1160506 0"	"00"
"1160597 0"	"00"
"1161949 0"	"00"
"1162198 0"	"00"
"116236 0"	"00"
"1163084 0"	"00"
"1163421 0"	"00"
"1163598 0"	"00"
"1163945 0"	"00"
"1164046 10"	"00"
"1164148 0"	"00"
"1164407 0"	"00"
"1164915 0"	"00"
"1165287 0"	"00"
"1165405 10"	"00"
"1165926 0"	"00"
"116606 0"	"00"
"1166453 0"	"00"
"1166533 0"	"00"
"1167564 80"	"00"
"1167802 0"	"00"
"1168795 0"	"00"
"1168805 0"	"00"
"1169008 0"	"00"
"1169571 0"	"00"
"1169705 0"	"00"
"1169862 0"	"00"
"1170560 0"	"00"
"1170971 0"	"00"
"1171060 0"	"00"
"117124 0"	"00"
"1171291 0"	"00"
"1171626 0"	"00"
"1172133 0"	"00"
"117247 0"	"00"
"1173348 0"	"00"
"1173569 0"	"00"
"1173669 0"	"00"
"117445 0"	"00"
"1174820 0"	"00"
"1174942 0"	"00"
"1175211 0"	"00"
"1175566 0"	"00"
"1175976 0"	"00"
"1176574 0"	"00"
"1176638 0"	"00"
"1176696 0"	"00"
"1176798 0"	"00"
"1177399 0"	"00"
"1177407 0"	"00"
"1177710 0"	"00"
"1178492 0"	"00"
"1178871 0"	"00"
"117941 0"	"00"
"1179523 0"	"00"
"1180372 0"	"00"
"118059 0"	"00"
"1180847 0"	"00"
"1180962 30"	"00"
"1180982 0"	"00"
"1181226 0"	"00"
"1181244 0"	"00"
"1181280 40"	"00"
"1181364 0"	"00"
"1181487 0"	"00"
"1182516 0"	"00"
"1182657 0"	"00"
"1182683 0"	"00"
"1182862 0"	"00"
"118299 0"	"00"
"1183260 10"	"00"
"1183959 0"	"00"
"1184058 0"	"00"
"1184543 0"	"00"
"1185088 0"	"00"
"1185355 0"	"00"
"1185980 0"	"00"
"1186545 0"	"00"
"1186735 0"	"00"
"1187003 0"	"00"
"1187047 0"	"00"
"1187116 0"	"00"
"1188370 0"	"00"
"1188416 0"	"00"
"1189101 0"	"00"
"1189210 0"	"00"
"1189281 0"	"00"
"1189550 0"	"00"
"1189744 0"	"00"
"1189989 0"	"00"
"1190196 0"	"00"
"1190307 0"	"00"
"1190591 0"	"00"
"1190887 0"	"00"
"1190910 0"	"00"
"1191867 0"	"00"
"119200 0"	"00"
"1192143 0"	"00"
"1192458 0"	"00"
"1192583 0"	"00"
"1193045 0"	"00"
"119324 0"	"00"
"1193582 0"	"00"
"1194141 0"	"00"
"1194184 0"	"00"
"1194349 0"	"00"
"1194607 0"	"00"
"1194908 0"	"00"
"119552 0"	"00"
"1195839 0"	"00"
"1195962 0"	"00"
"1196295 0"	"00"
"119631 0"	"00"
"1196404 0"	"00"
"1196885 0"	"00"
"119699 0"	"00"
"1197229 0"	"00"
"1197303 0"	"00"
"1197621 0"	"00"
"1197639 0"	"00"
"1198013 0"	"00"
"1198055 20"	"00"
"1198271 0"	"00"
"1199361 0"	"00"
"1199860 0"	"00"
"120002 0"	"00"
"1200122 0"	"00"
"1200192 10"	"00"
"1200343 0"	"00"
"1200518 0"	"00"
"1200598 0"	"00"
"1200827 0"	"00"
"1200921 0"	"00"
"1201066 0"	"00"
"1201214 0"	"00"
"1201269 0"	"00"
"1201783 0"	"00"
"1201812 90"	"00"
"1202139 0"	"00"
"120230 0"	"00"
"1202366 0"	"00"
"1202964 0"	"00"
"1203070 0"	"00"
"1203137 10"	"00"
"1203165 0"	"00"
"1203177 0"	"00"
"1203467 0"	"00"
"1203650 0"	"00"
"1203675 0"	"00"
"1203980 0"	"00"
"1204152 0"	"00"
"1204678 0"	"00"
"1204781 0"	"00"
"1205087 0"	"00"
"1205639 0"	"00"
"1206027 0"	"00"
"1206831 0"	"00"
"1207709 0"	"00"
"1208294 0"	"00"
"1208382 0"	"00"
"1208573 0"	"00"
"1208848 0"	"00"
"1209239 0"	"00"
"121008 0"	"00"
"1211320 0"	"00"
"1211731 0"	"00"
"1212105 0"	"00"
"1212144 0"	"00"
"1212428 0"	"00"
"1212830 0"	"00"
"1212902 0"	"00"
"1213182 0"	"00"
"1213403 0"	"00"
"1213779 0"	"00"
"1213859 30"	"00"
"121429 0"	"00"
"1214604 0"	"00"
"1215085 0"	"00"
"1215302 0"	"00"
"121534 0"	"00"
"1215468 0"	"00"
"1215514 0"	"00"
"1215612 0"	"00"
"1215727 0"	"00"
"1215893 0"	"00"
"1216063 0"	"00"
"1216214 0"	"00"
"1216506 0"	"00"
"1217020 0"	"00"
"1217091 0"	"00"
"121737 0"	"00"
"1217549 0"	"00"
"1217608 0"	"00"
"1217899 0"	"00"
"1217965 20"	"00"
"1218314 0"	"00"
"1218476 0"	"00"
"1218703 0"	"00"
"1219030 0"	"00"
"1219091 0"	"00"
"121971 0"	"00"
"1219877 0"	"00"
"1220779 0"	"00"
"1220972 0"	"00"
"1220981 0"	"00"
"1221056 0"	"00"
"1221220 0"	"00"
"1221241 0"	"00"
"1221452 0"	"00"
"1221541 0"	"00"
"1221747 0"	"00"
"122182 0"	"00"
"1221858 0"	"00"
"1222992 0"	"00"
"1223043 0"	"00"
"1223244 0"	"00"
"1223299 0"	"00"
"1223610 0"	"00"
"1223645 0"	"00"
"1223778 0"	"00"
"1224059 0"	"00"
"1224374 0"	"00"
"1224434 0"	"00"
"1224852 0"	"00"
"1224922 0"	"00"
"1224972 0"	"00"
"122555 0"	"00"
"122610 0"	"00"
"1226722 0"	"00"
"1226822 0"	"00"
"122713 0"	"00"
"1227324 0"	"00"
"1227509 0"	"00"
"1227551 0"	"00"
"1227754 0"	"00"
"1228246 0"	"00"
"1228269 0"	"00"
"1228590 0"	"00"
"1229030 0"	"00"
"1229884 0"	"00"
"1229938 0"	"00"
"1230737 0"	"00"
"1230848 0"	"00"
"1230861 0"	"00"
"1231017 0"	"00"
"1231156 0"	"00"
"1232080 0"	"00"
"1232406 0"	"00"
"1232636 0"	"00"
"123352 0"	"00"
"1233610 0"	"00"
"1234013 0"	"00"
"1234436 0"	"00"
"1234740 0"	"00"
"1234815 0"	"00"
"1234917 0"	"00"
"1235310 0"	"00"
"1235338 0"	"00"
"1235857 0"	"00"
"123589 0"	"00"
"1235924 0"	"00"
"1235936 0"	"00"
"1236729 0"	"00"
"1236825 0"	"00"
"1236994 0"	"00"
"123708 0"	"00"
"1237249 0"	"00"
"1237314 0"	"00"
"1237429 0"	"00"
"1237466 0"	"00"
"1237470 0"	"00"
"1237548 0"	"00"
"1237589 0"	"00"
"1237726 0"	"00"
"1237853 0"	"00"
"1237987 0"	"00"
"1238073 0"	"00"
"1238178 0"	"00"
"1238329 0"	"00"
"1238732 0"	"00"
"1239314 0"	"00"
"123945 0"	"00"
"1239561 0"	"00"
"1239623 0"	"00"
"1240004 0"	"00"
"1240332 0"	"00"
"1240462 0"	"00"
"1240484 0"	"00"
"1240853 0"	"00"
"1240878 0"	"00"
"1241447 0"	"00"
"1241990 0"	"00"
"1242120 0"	"00"
"1243019 0"	"00"
"1243095 0"	"00"
"1243294 0"	"00"
"1243477 0"	"00"
"1243714 0"	"00"
"1243787 0"	"00"
"1243874 0"	"00"
"1244080 0"	"00"
"1244307 0"	"00"
"1245177 0"	"00"
"1245368 0"	"00"
"1245494 0"	"00"
"1245567 0"	"00"
"1245837 0"	"00"
"1246079 0"	"00"
"1246396 0"	"00"
"1246997 0"	"00"
"1247052 0"	"00"
"1247455 0"	"00"
"1247732 0"	"00"
"1247816 0"	"00"
"1247873 0"	"00"
"1247923 0"	"00"
"1247962 0"	"00"
"1247970 0"	"00"
"1248113 0"	"00"
"1248614 0"	"00"
"1248651 0"	"00"
"1248730 0"	"00"
"1248929 0"	"00"
"1249165 0"	"00"
"1249300 0"	"00"
"124931 0"	"00"
"1249889 0"	"00"
"1250034 0"	"00"
"1250212 0"	"00"
"125023 0"	"00"
"1250761 0"	"00"
"1251515 0"	"00"
"1251674 0"	"00"
"1251685 0"	"00"
"1251734 0"	"00"
"1251909 0"	"00"
"1252529 0"	"00"
"1253006 0"	"00"
"1253080 0"	"00"
"1253172 0"	"00"
"1253175 0"	"00"
"1253205 0"	"00"
"1253529 0"	"00"
"1253735 0"	"00"
"1253746 0"	"00"
"1253788 0"	"00"
"1254339 0"	"00"
"1254376 0"	"00"
"1254507 0"	"00"
"1254753 0"	"00"
"1254969 0"	"00"
"1255033 0"	"00"
"1255103 0"	"00"
"1255178 0"	"00"
"1255355 0"	"00"
"1256009 0"	"00"
"1256238 0"	"00"
"1256494 0"	"00"
"1256555 0"	"00"
"1256574 0"	"00"
"1256892 0"	"00"
"1256933 0"	"00"
"1257081 0"	"00"
"1257314 0"	"00"
"1257399 0"	"00"
"1257470 0"	"00"
"1257591 0"	"00"
"1257614 0"	"00"
"1257769 0"	"00"
"1258268 0"	"00"
"1258301 0"	"00"
"1258343 0"	"00"
"1258511 0"	"00"
"1258778 0"	"00"
"1259385 0"	"00"
"125944 0"	"00"
"1259577 0"	"00"
"1259721 0"	"00"
"1260151 0"	"00"
"1260451 0"	"00"
"1260454 0"	"00"
"1260635 0"	"00"
"1260780 0"	"00"
"1260910 0"	"00"
"1261372 0"	"00"
"1261521 0"	"00"
"1261613 0"	"00"
"126247 0"	"00"
"1262497 0"	"00"
"1262561 0"	"00"
"1262657 0"	"00"
"1263014 0"	"00"
"1263162 0"	"00"
"1263183 0"	"00"
"1263199 0"	"00"
"1263270 0"	"00"
"1263277 0"	"00"
"1263397 0"	"00"
"1263411 0"	"00"
"1263654 0"	"00"
"1263666 0"	"00"
"1263982 0"	"00"
"126399 0"	"00"
"12642 0"	"00"
"1264346 0"	"00"
"1264513 0"	"00"
"1264579 0"	"00"
"1264612 0"	"00"
"1264901 0"	"00"
"1265196 0"	"00"
"1265360 0"	"00"
"1265673 0"	"00"
"1265792 0"	"00"
"1266110 0"	"00"
"1266258 0"	"00"
"1266667 0"	"00"
"1266955 0"	"00"
"126725 0"	"00"
"1267655 0"	"00"
"1267717 0"	"00"
"12679 0"	"00"
"1267943 0"	"00"
"1268189 0"	"00"
"1268259 0"	"00"
"1268364 0"	"00"
"1268565 0"	"00"
"1268656 0"	"00"
"1268786 0"	"00"
"1268938 0"	"00"
"1269030 0"	"00"
"1269289 0"	"00"
"1269343 0"	"00"
"126940 0"	"00"
"1269627 0"	"00"
"1269799 0"	"00"
"1269931 0"	"00"
"1270124 0"	"00"
"127025 0"	"00"
"1270886 0"	"00"
"1271167 0"	"00"
"1271189 0"	"00"
"1271310 0"	"00"
"1271706 0"	"00"
"127186 0"	"00"
"1272027 0"	"00"
"1272232 0"	"00"
"1272516 0"	"00"
"1273143 0"	"00"
"1273238 10"	"00"
"1273729 0"	"00"
"1274055 0"	"00"
"1274126 0"	"00"
"1274283 0"	"00"
"1274602 0"	"00"
"1274631 0"	"00"
"1274632 0"	"00"
"1274700 0"	"00"
"1274731 0"	"00"
"1275079 0"	"00"
"1275358 0"	"00"
"1275514 0"	"00"
"1275532 0"	"00"
"1275718 0"	"00"
"1276185 0"	"00"
"1276241 0"	"00"
"1276309 0"	"00"
"1276477 0"	"00"
"12765 0"	"00"
"1276631 0"	"00"
"1277597 0"	"00"
"1277861 0"	"00"
"1278020 0"	"00"
"1278144 0"	"00"
"1278157 0"	"00"
"127853 0"	"00"
"1278776 0"	"00"
"1279063 0"	"00"
"1279609 0"	"00"
"1280148 0"	"00"
"1280762 0"	"00"
"1280975 0"	"00"
"1281152 0"	"00"
"1281182 0"	"00"
"1281213 0"	"00"
"1281280 0"	"00"
"1281281 0"	"00"
"1281466 0"	"00"
"1281626 0"	"00"
"1282020 0"	"00"
"1282380 0"	"00"
"1282692 0"	"00"
"1282903 0"	"00"
"1282947 0"	"00"
"128322 0"	"00"
"1283240 0"	"00"
"1283705 0"	"00"
"1283921 0"	"00"
"1283942 0"	"00"
"1284152 0"	"00"
"1284346 0"	"00"
"1284460 0"	"00"
"1284853 0"	"00"
"1285057 0"	"00"
"1285497 0"	"00"
"1285843 0"	"00"
"1286077 0"	"00"
"1286195 0"	"00"
"128695 0"	"00"
"1287537 0"	"00"
